job_id,title,location,industry,description,posted_date
J130,Java Developer,Nashik,EdTech,"Build and maintain server-side applications for business products. Key requirements include Java programming, SpringBoot, SQL, Postgres, REST API, containerized deployments, AWS, and K8s. The team delivers technology solutions for the EdTech sector. Practical project experience and strong problem-solving skills are valued.",2026-09-06
J131,Site Reliability Engineer,Mumbai,HealthTech,"Improve reliability, automation, and deployment processes. Key requirements include Docker, Kubernetes, AWS, Linux, Git version control, and Microsoft Azure. The role supports HealthTech products in Mumbai. Experience with production systems and collaborative development is expected.",2026-04-18
J132,QA Automation Engineer,Nashik,E-commerce,"Develop automated quality checks for software products. Key requirements include Java programming, Python, relational queries, Git version control, CI/CD, and Docker. The position contributes to production systems serving E-commerce customers. Candidates should be comfortable working in agile engineering teams.",2026-04-05
J133,Backend Developer,Nagpur,Manufacturing Technology,"Build and maintain server-side applications for business products. Key requirements include Java programming, Spring Boot, SQL, REST API, containerized deployments, FastAPI, AWS, and Jenkins. The team delivers technology solutions for the Manufacturing Technology sector. Practical project experience and strong problem-solving skills are valued.",2026-09-07
J134,Senior Backend Developer,Pune,IT Services,"Design and maintain scalable server-side components. Key requirements include Java, Spring Boot, relational queries, REST API, Postgres, Jenkins, and Git version control. The role supports IT Services products in Pune. Candidates should be comfortable working in agile engineering teams.",2026-06-16
J135,Cloud Engineer,Pune,E-commerce,"Operate production infrastructure and engineering delivery pipelines. Key requirements include Amazon Web Services, Linux, Docker, Terraform, Azure, K8s, and Git version control. The role supports E-commerce products in Pune. Practical project experience and strong problem-solving skills are valued.",2026-05-08
J136,Full Stack Developer,Pune,IT Services,"Build end-to-end web applications across frontend and backend layers. Key requirements include ReactJS, JS, NodeJS, REST API, SQL, Git, containerized deployments, and AWS. The role supports IT Services products in Pune. Practical project experience and strong problem-solving skills are valued.",2026-09-13
J137,Java Developer,Mumbai,Logistics & Mobility,"Develop reliable backend services and APIs for production systems. Key requirements include Java, SpringBoot, SQL, PostgreSQL, RESTful APIs, Amazon Web Services, Docker, and Kubernetes. The position contributes to production systems serving Logistics & Mobility customers. Candidates should be comfortable working in agile engineering teams.",2026-05-27
J138,Site Reliability Engineer,Nagpur,Manufacturing Technology,"Improve reliability, automation, and deployment processes. Key requirements include Docker, K8s, AWS, Linux, Git, and CI/CD. The role supports Manufacturing Technology products in Nagpur. Candidates should be comfortable working in agile engineering teams.",2026-05-21
J139,Data Engineer,Nagpur,HealthTech,"Work with structured datasets to produce actionable insights. Key requirements include Python 3, relational queries, Postgres, Pandas, Docker, and Kubernetes. The team delivers technology solutions for the HealthTech sector. Practical project experience and strong problem-solving skills are valued.",2026-03-20
J140,Java Developer,Mumbai,IT Services,"Build and maintain server-side applications for business products. Key requirements include Java, SpringBoot, SQL, Postgres, RESTful APIs, and Amazon Web Services. The team delivers technology solutions for the IT Services sector. Practical project experience and strong problem-solving skills are valued.",2026-03-01
J141,Data Analyst,Nagpur,E-commerce,"Work with structured datasets to produce actionable insights. Key requirements include Python 3, relational queries, Excel, Pandas, and Data Visualization. The team delivers technology solutions for the E-commerce sector. The role involves cross-functional collaboration and continuous improvement.",2026-08-14
J142,Senior Backend Developer,Nagpur,HealthTech,"Develop reliable backend services and APIs for production systems. Key requirements include Java, Spring Boot, SQL, REST API, Postgres, GraphQL, K8s, and Git version control. The team delivers technology solutions for the HealthTech sector. The role involves cross-functional collaboration and continuous improvement.",2026-07-10
J143,Technical Support Engineer,Nashik,SaaS,"Monitor application issues and help maintain reliable services. Key requirements include Linux, PowerShell, SQL, Git, and Amazon Web Services. The position contributes to production systems serving SaaS customers. Practical project experience and strong problem-solving skills are valued.",2026-09-12
J144,Full Stack Engineer,Nashik,Manufacturing Technology,"Develop product features across the full application stack. Key requirements include ReactJS, Node.js, JavaScript, REST API, SQL, Docker, and AWS. The position contributes to production systems serving Manufacturing Technology customers. Candidates should be comfortable working in agile engineering teams.",2026-09-19
J145,Frontend Developer,Mumbai,EdTech,"Implement reusable interfaces for customer-facing web applications. Key requirements include HTML, CSS, JS, ReactJS, Git version control, and NodeJS. The role supports EdTech products in Mumbai. Experience with production systems and collaborative development is expected.",2026-03-13
J146,Data Scientist,Pune,SaaS,"Build data workflows and analytical solutions for business teams. Key requirements include Python 3, Pandas, numpy, ML, Data Analysis, and Natural Language Processing. The team delivers technology solutions for the SaaS sector. Practical project experience and strong problem-solving skills are valued.",2026-07-04
J147,API Developer,Nashik,SaaS,"Build and maintain server-side applications for business products. Key requirements include REST API, Java programming, SpringBoot, relational queries, Node.js, and Fast API. The team delivers technology solutions for the SaaS sector. Candidates should be comfortable working in agile engineering teams.",2026-06-28
J148,Java Developer,Nagpur,EdTech,"Develop reliable backend services and APIs for production systems. Key requirements include Java programming, Spring Boot, relational queries, PostgreSQL, REST API, Amazon Web Services, K8s, and Jenkins. The position contributes to production systems serving EdTech customers. Practical project experience and strong problem-solving skills are valued.",2026-09-11
J149,Site Reliability Engineer,Pune,IT Services,"Build and maintain cloud infrastructure and deployment workflows. Key requirements include Docker, Kubernetes, Amazon Web Services, Linux, Git version control, Microsoft Azure, and CI/CD. The position contributes to production systems serving IT Services customers. Practical project experience and strong problem-solving skills are valued.",2026-09-18
J150,Cloud Engineer,Mumbai,E-commerce,"Improve reliability, automation, and deployment processes. Key requirements include Amazon Web Services, Linux, Docker, infrastructure as code, continuous integration and deployment, and Azure. The role supports E-commerce products in Mumbai. Practical project experience and strong problem-solving skills are valued.",2026-06-23
J151,Backend Engineer,Nagpur,EdTech,"Develop reliable backend services and APIs for production systems. Key requirements include Java, SpringBoot, SQL, RESTful APIs, Node.js, PostgreSQL, Git version control, and GraphQL. The role supports EdTech products in Nagpur. Candidates should be comfortable working in agile engineering teams.",2026-03-23
J152,Backend Engineer,Nashik,SaaS,"Develop reliable backend services and APIs for production systems. Key requirements include Java programming, SpringBoot, relational queries, RESTful APIs, Docker, GraphQL, and PostgreSQL. The position contributes to production systems serving SaaS customers. The role involves cross-functional collaboration and continuous improvement.",2026-05-21
J153,Full Stack Developer,Nashik,SaaS,"Build end-to-end web applications across frontend and backend layers. Key requirements include React, JavaScript, Node.js, REST API, SQL, Docker, TypeScript, and Amazon Web Services. The role supports SaaS products in Nashik. Candidates should be comfortable working in agile engineering teams.",2026-09-16
J154,Data Engineer,Mumbai,IT Services,"Work with structured datasets to produce actionable insights. Key requirements include Python, relational queries, PostgreSQL, Pandas, Docker, infrastructure as code, and Kubernetes. The position contributes to production systems serving IT Services customers. Candidates should be comfortable working in agile engineering teams.",2026-08-21
J155,BI Analyst,Mumbai,FinTech,"Build data workflows and analytical solutions for business teams. Key requirements include Microsoft Excel, PowerBI, relational queries, Data Visualization, and Pandas. The team delivers technology solutions for the FinTech sector. Experience with production systems and collaborative development is expected.",2026-06-11
J156,BI Analyst,Mumbai,Manufacturing Technology,"Work with structured datasets to produce actionable insights. Key requirements include Microsoft Excel, Power BI, SQL, Data Visualization, and Git version control. The team delivers technology solutions for the Manufacturing Technology sector. Candidates should be comfortable working in agile engineering teams.",2026-06-30
J157,Product Manager,Mumbai,HealthTech,"Work with engineering and business teams to define product priorities. Key requirements include Microsoft Excel, relational queries, Data Analysis, visualization, Python 3, and Git. The team delivers technology solutions for the HealthTech sector. The role involves cross-functional collaboration and continuous improvement.",2026-06-13
J158,Java Developer,Nagpur,Logistics & Mobility,"Develop reliable backend services and APIs for production systems. Key requirements include Java, SpringBoot, relational queries, Postgres, REST API, K8s, Jenkins, and containerized deployments. The team delivers technology solutions for the Logistics & Mobility sector. Experience with production systems and collaborative development is expected.",2026-08-27
J159,React Developer,Pune,Manufacturing Technology,"Implement reusable interfaces for customer-facing web applications. Key requirements include ReactJS, JS, HTML5, CSS, and TypeScript. The role supports Manufacturing Technology products in Pune. The role involves cross-functional collaboration and continuous improvement.",2026-09-17
J160,Backend Engineer,Nashik,E-commerce,"Design and maintain scalable server-side components. Key requirements include Java, Spring Boot, SQL, RESTful APIs, and Postgres. The role supports E-commerce products in Nashik. Practical project experience and strong problem-solving skills are valued.",2026-06-28
J161,Data Analyst,Nagpur,Manufacturing Technology,"Build data workflows and analytical solutions for business teams. Key requirements include Python 3, relational queries, Excel, Pandas, Data Visualization, and numpy. The role supports Manufacturing Technology products in Nagpur. Experience with production systems and collaborative development is expected.",2026-04-22
J162,Technical Support Engineer,Nashik,IT Services,"Monitor application issues and help maintain reliable services. Key requirements include Linux, PowerShell, SQL, Git version control, and Python. The position contributes to production systems serving IT Services customers. Candidates should be comfortable working in agile engineering teams.",2026-05-23
J163,Cloud Engineer,Nashik,HealthTech,"Operate production infrastructure and engineering delivery pipelines. Key requirements include Amazon Web Services, Linux, containerized deployments, Terraform, and Azure. The position contributes to production systems serving HealthTech customers. Practical project experience and strong problem-solving skills are valued.",2026-08-29
J164,Product Manager,Nashik,Manufacturing Technology,"Translate customer needs into measurable product improvements. Key requirements include Excel, SQL, Data Analysis, Data Visualization, PowerBI, and Git version control. The position contributes to production systems serving Manufacturing Technology customers. The role involves cross-functional collaboration and continuous improvement.",2026-04-15
J165,DevOps Engineer,Pune,SaaS,"Improve reliability, automation, and deployment processes. Key requirements include Docker, Kubernetes, Amazon Web Services, Linux, Git version control, Jenkins, Google Cloud Platform, and Microsoft Azure. The position contributes to production systems serving SaaS customers. The role involves cross-functional collaboration and continuous improvement.",2026-05-09
J166,Data Engineer,Mumbai,IT Services,"Build data workflows and analytical solutions for business teams. Key requirements include Python 3, SQL, Postgres, Pandas, Docker, Linux, and K8s. The position contributes to production systems serving IT Services customers. Candidates should be comfortable working in agile engineering teams.",2026-04-07
J167,QA Automation Engineer,Mumbai,FinTech,"Develop automated quality checks for software products. Key requirements include Java, Python 3, SQL, Git version control, CI/CD, and Docker. The team delivers technology solutions for the FinTech sector. Candidates should be comfortable working in agile engineering teams.",2026-05-22
J168,QA Automation Engineer,Mumbai,HealthTech,"Create reliable automated validation workflows. Key requirements include Java, Python 3, SQL, Git, CI/CD, and Postgres. The position contributes to production systems serving HealthTech customers. Practical project experience and strong problem-solving skills are valued.",2026-04-09
J169,Node.js Developer,Mumbai,FinTech,"Design and maintain scalable server-side components. Key requirements include Node.js, JS, REST API, MongoDB, Express.js, and AWS. The role supports FinTech products in Mumbai. The role involves cross-functional collaboration and continuous improvement.",2026-05-21
J170,Backend Developer,Nagpur,FinTech,"Build and maintain server-side applications for business products. Key requirements include Java programming, Spring Boot, SQL, RESTful APIs, and Amazon Web Services. The role supports FinTech products in Nagpur. Candidates should be comfortable working in agile engineering teams.",2026-09-05
J171,React Developer,Nashik,E-commerce,"Implement reusable interfaces for customer-facing web applications. Key requirements include ReactJS, JS, HTML, CSS, Git version control, and TypeScript. The role supports E-commerce products in Nashik. Candidates should be comfortable working in agile engineering teams.",2026-08-07
J172,Backend Engineer,Pune,FinTech,"Develop reliable backend services and APIs for production systems. Key requirements include Java, SpringBoot, relational queries, REST API, Jenkins, GraphQL, and containerized deployments. The role supports FinTech products in Pune. Experience with production systems and collaborative development is expected.",2026-04-17
J173,Data Analyst,Pune,IT Services,"Build data workflows and analytical solutions for business teams. Key requirements include Python 3, SQL, Excel, Pandas, visualization, and Data Analysis. The team delivers technology solutions for the IT Services sector. Experience with production systems and collaborative development is expected.",2026-08-09
J174,API Developer,Pune,Logistics & Mobility,"Design and maintain scalable server-side components. Key requirements include REST API, Java programming, SpringBoot, relational queries, and PostgreSQL. The role supports Logistics & Mobility products in Pune. The role involves cross-functional collaboration and continuous improvement.",2026-09-07
J175,Product Manager,Nagpur,EdTech,"Use product and business data to guide feature decisions. Key requirements include Excel, relational queries, data analytics, Data Visualization, Power BI, and PostgreSQL. The role supports EdTech products in Nagpur. Practical project experience and strong problem-solving skills are valued.",2026-09-05
J176,Frontend Engineer,Pune,E-commerce,"Develop responsive user interfaces for web products. Key requirements include ReactJS, TypeScript, JS, HTML, CSS, Git version control, Node.js, and Angular. The team delivers technology solutions for the E-commerce sector. Practical project experience and strong problem-solving skills are valued.",2026-03-23
J177,Data Scientist,Nagpur,FinTech,"Analyze business data and support data-driven product decisions. Key requirements include Python 3, Pandas, NumPy, Machine Learning, NLP, and data analytics. The role supports FinTech products in Nagpur. Experience with production systems and collaborative development is expected.",2026-09-07
J178,Cloud Engineer,Nashik,HealthTech,"Operate production infrastructure and engineering delivery pipelines. Key requirements include AWS, Linux, Docker, Terraform, and Microsoft Azure. The team delivers technology solutions for the HealthTech sector. The role involves cross-functional collaboration and continuous improvement.",2026-04-27
J179,Data Scientist,Mumbai,FinTech,"Analyze business data and support data-driven product decisions. Key requirements include Python, Pandas, numpy, Machine Learning, containerized deployments, Natural Language Processing, and Deep Learning. The team delivers technology solutions for the FinTech sector. Practical project experience and strong problem-solving skills are valued.",2026-03-02
J180,Technical Support Engineer,Nagpur,IT Services,"Monitor application issues and help maintain reliable services. Key requirements include Linux, PowerShell, SQL, Git version control, AWS, and Docker. The team delivers technology solutions for the IT Services sector. Candidates should be comfortable working in agile engineering teams.",2026-08-23
J181,Full Stack Engineer,Nashik,IT Services,"Work across user interfaces, APIs, and data services. Key requirements include React, NodeJS, JS, REST API, SQL, Git, and AWS. The position contributes to production systems serving IT Services customers. Practical project experience and strong problem-solving skills are valued.",2026-09-05
J182,Full Stack Engineer,Nagpur,EdTech,"Develop product features across the full application stack. Key requirements include React, NodeJS, JS, RESTful APIs, SQL, Express, Postgres, and Git version control. The role supports EdTech products in Nagpur. The role involves cross-functional collaboration and continuous improvement.",2026-03-10
J183,Frontend Developer,Nagpur,EdTech,"Develop responsive user interfaces for web products. Key requirements include HTML, CSS, JavaScript, ReactJS, Git, and TypeScript. The team delivers technology solutions for the EdTech sector. Experience with production systems and collaborative development is expected.",2026-05-07
J184,Data Analyst,Nagpur,SaaS,"Analyze business data and support data-driven product decisions. Key requirements include Python 3, SQL, Excel, Pandas, Data Visualization, Git, data analytics, and NumPy. The position contributes to production systems serving SaaS customers. Experience with production systems and collaborative development is expected.",2026-03-25
J185,Backend Developer,Nagpur,SaaS,"Design and maintain scalable server-side components. Key requirements include Java programming, Spring Boot, SQL, REST API, AWS, Postgres, NodeJS, and Jenkins. The role supports SaaS products in Nagpur. Experience with production systems and collaborative development is expected.",2026-09-08
J186,Product Manager,Pune,IT Services,"Translate customer needs into measurable product improvements. Key requirements include Microsoft Excel, relational queries, data analytics, Data Visualization, Power BI, and Python. The team delivers technology solutions for the IT Services sector. Experience with production systems and collaborative development is expected.",2026-08-02
J187,Backend Engineer,Mumbai,EdTech,"Design and maintain scalable server-side components. Key requirements include Java programming, SpringBoot, SQL, RESTful APIs, Jenkins, PostgreSQL, NodeJS, and Docker. The role supports EdTech products in Mumbai. Experience with production systems and collaborative development is expected.",2026-03-13
J188,Backend Developer,Nashik,SaaS,"Develop reliable backend services and APIs for production systems. Key requirements include Java, SpringBoot, SQL, REST API, FastAPI, AWS, Postgres, and GraphQL. The role supports SaaS products in Nashik. Candidates should be comfortable working in agile engineering teams.",2026-06-18
J189,DevOps Engineer,Mumbai,Manufacturing Technology,"Build and maintain cloud infrastructure and deployment workflows. Key requirements include Docker, K8s, Amazon Web Services, Linux, Git, continuous integration and deployment, and GCP. The team delivers technology solutions for the Manufacturing Technology sector. Candidates should be comfortable working in agile engineering teams.",2026-07-14
J190,Site Reliability Engineer,Pune,Logistics & Mobility,"Build and maintain cloud infrastructure and deployment workflows. Key requirements include containerized deployments, K8s, AWS, Linux, Git version control, infrastructure as code, and Jenkins. The role supports Logistics & Mobility products in Pune. Candidates should be comfortable working in agile engineering teams.",2026-03-11
J191,DevOps Engineer,Nashik,FinTech,"Operate production infrastructure and engineering delivery pipelines. Key requirements include containerized deployments, K8s, AWS, Linux, Git version control, continuous integration and deployment, Azure, and Google Cloud Platform. The team delivers technology solutions for the FinTech sector. The role involves cross-functional collaboration and continuous improvement.",2026-03-20
J192,Senior Backend Developer,Mumbai,SaaS,"Build and maintain server-side applications for business products. Key requirements include Java programming, Spring Boot, relational queries, REST API, PostgreSQL, Amazon Web Services, and Docker. The position contributes to production systems serving SaaS customers. The role involves cross-functional collaboration and continuous improvement.",2026-08-19
J193,Frontend Developer,Mumbai,Logistics & Mobility,"Build accessible and performant frontend applications. Key requirements include HTML5, CSS3, JS, React, Git, NodeJS, and TypeScript. The role supports Logistics & Mobility products in Mumbai. Practical project experience and strong problem-solving skills are valued.",2026-08-17
J194,QA Automation Engineer,Mumbai,SaaS,"Create reliable automated validation workflows. Key requirements include Java programming, Python 3, relational queries, Git, CI/CD, Jenkins, and AWS. The position contributes to production systems serving SaaS customers. Practical project experience and strong problem-solving skills are valued.",2026-03-05
J195,React Developer,Nagpur,Manufacturing Technology,"Implement reusable interfaces for customer-facing web applications. Key requirements include React, JavaScript, HTML, CSS3, and Git. The team delivers technology solutions for the Manufacturing Technology sector. Experience with production systems and collaborative development is expected.",2026-09-19
J196,QA Automation Engineer,Nashik,SaaS,"Improve test automation and software release quality. Key requirements include Java programming, Python, SQL, Git, CI/CD, Amazon Web Services, and containerized deployments. The role supports SaaS products in Nashik. Practical project experience and strong problem-solving skills are valued.",2026-07-18
J197,Node.js Developer,Pune,E-commerce,"Build and maintain server-side applications for business products. Key requirements include NodeJS, JavaScript, RESTful APIs, Mongo, and Express.js. The role supports E-commerce products in Pune. The role involves cross-functional collaboration and continuous improvement.",2026-04-03
J198,Node.js Developer,Pune,FinTech,"Develop reliable backend services and APIs for production systems. Key requirements include Node.js, JS, RESTful APIs, Mongo, Express, Git, and containerized deployments. The team delivers technology solutions for the FinTech sector. Practical project experience and strong problem-solving skills are valued.",2026-08-07
J199,Frontend Developer,Pune,HealthTech,"Build accessible and performant frontend applications. Key requirements include HTML, CSS3, JS, React, Git version control, and Angular. The position contributes to production systems serving HealthTech customers. Candidates should be comfortable working in agile engineering teams.",2026-03-08
J200,React Developer,Nagpur,Logistics & Mobility,"Develop responsive user interfaces for web products. Key requirements include ReactJS, JavaScript, HTML5, CSS3, TypeScript, Git version control, and Tailwind CSS. The role supports Logistics & Mobility products in Nagpur. The role involves cross-functional collaboration and continuous improvement.",2026-03-05
J201,Backend Engineer,Mumbai,Manufacturing Technology,"Design and maintain scalable server-side components. Key requirements include Java programming, Spring Boot, relational queries, RESTful APIs, GraphQL, and AWS. The team delivers technology solutions for the Manufacturing Technology sector. The role involves cross-functional collaboration and continuous improvement.",2026-06-18
J202,Data Engineer,Nashik,Logistics & Mobility,"Build data workflows and analytical solutions for business teams. Key requirements include Python, relational queries, PostgreSQL, Pandas, Docker, and Kubernetes. The role supports Logistics & Mobility products in Nashik. Practical project experience and strong problem-solving skills are valued.",2026-06-22
J203,BI Analyst,Nagpur,HealthTech,"Analyze business data and support data-driven product decisions. Key requirements include Excel, PowerBI, relational queries, Data Visualization, and Python. The role supports HealthTech products in Nagpur. Practical project experience and strong problem-solving skills are valued.",2026-04-18
J204,Data Scientist,Nashik,HealthTech,"Work with structured datasets to produce actionable insights. Key requirements include Python, Pandas, numpy, Machine Learning, Deep Learning, Natural Language Processing, and Docker. The role supports HealthTech products in Nashik. Practical project experience and strong problem-solving skills are valued.",2026-09-19
J205,Full Stack Engineer,Mumbai,HealthTech,"Work across user interfaces, APIs, and data services. Key requirements include React, NodeJS, JavaScript, RESTful APIs, SQL, Docker, and Amazon Web Services. The position contributes to production systems serving HealthTech customers. The role involves cross-functional collaboration and continuous improvement.",2026-07-19
J206,Site Reliability Engineer,Pune,FinTech,"Improve reliability, automation, and deployment processes. Key requirements include Docker, Kubernetes, AWS, Linux, Git version control, Jenkins, and PowerShell. The role supports FinTech products in Pune. The role involves cross-functional collaboration and continuous improvement.",2026-09-01
J207,Java Developer,Nashik,SaaS,"Develop reliable backend services and APIs for production systems. Key requirements include Java, Spring Boot, relational queries, Postgres, REST API, and containerized deployments. The role supports SaaS products in Nashik. The role involves cross-functional collaboration and continuous improvement.",2026-05-12
J208,Backend Developer,Pune,HealthTech,"Build and maintain server-side applications for business products. Key requirements include Java, Spring Boot, SQL, RESTful APIs, and containerized deployments. The role supports HealthTech products in Pune. Experience with production systems and collaborative development is expected.",2026-09-09
J209,API Developer,Nagpur,HealthTech,"Develop reliable backend services and APIs for production systems. Key requirements include REST API, Java, Spring Boot, SQL, FastAPI, Git version control, containerized deployments, and GraphQL. The position contributes to production systems serving HealthTech customers. Candidates should be comfortable working in agile engineering teams.",2026-07-17
J210,Data Engineer,Pune,E-commerce,"Analyze business data and support data-driven product decisions. Key requirements include Python, relational queries, Postgres, Pandas, and containerized deployments. The role supports E-commerce products in Pune. Practical project experience and strong problem-solving skills are valued.",2026-06-30
J211,Full Stack Developer,Nagpur,SaaS,"Build end-to-end web applications across frontend and backend layers. Key requirements include React, JS, Node.js, RESTful APIs, SQL, Docker, and AWS. The team delivers technology solutions for the SaaS sector. Candidates should be comfortable working in agile engineering teams.",2026-05-10
J212,Data Scientist,Nagpur,EdTech,"Work with structured datasets to produce actionable insights. Key requirements include Python 3, Pandas, numpy, Machine Learning, and Data Analysis. The role supports EdTech products in Nagpur. The role involves cross-functional collaboration and continuous improvement.",2026-04-07
J213,API Developer,Nagpur,Logistics & Mobility,"Develop reliable backend services and APIs for production systems. Key requirements include REST API, Java, Spring Boot, relational queries, GraphQL, and FastAPI. The position contributes to production systems serving Logistics & Mobility customers. Experience with production systems and collaborative development is expected.",2026-07-17
J214,Full Stack Engineer,Nashik,IT Services,"Build end-to-end web applications across frontend and backend layers. Key requirements include ReactJS, Node.js, JS, RESTful APIs, relational queries, Git, Docker, and Amazon Web Services. The position contributes to production systems serving IT Services customers. Practical project experience and strong problem-solving skills are valued.",2026-06-19
J215,Frontend Engineer,Mumbai,HealthTech,"Build accessible and performant frontend applications. Key requirements include React, TypeScript, JavaScript, HTML5, CSS, Tailwind CSS, and Angular. The team delivers technology solutions for the HealthTech sector. Practical project experience and strong problem-solving skills are valued.",2026-06-17
J216,Data Analyst,Nashik,E-commerce,"Build data workflows and analytical solutions for business teams. Key requirements include Python 3, relational queries, Excel, Pandas, visualization, PowerBI, and numpy. The team delivers technology solutions for the E-commerce sector. Candidates should be comfortable working in agile engineering teams.",2026-08-03
J217,BI Analyst,Nagpur,SaaS,"Work with structured datasets to produce actionable insights. Key requirements include Excel, PowerBI, relational queries, visualization, Data Analysis, and Python. The role supports SaaS products in Nagpur. The role involves cross-functional collaboration and continuous improvement.",2026-07-26
J218,DevOps Engineer,Nagpur,Logistics & Mobility,"Improve reliability, automation, and deployment processes. Key requirements include containerized deployments, Kubernetes, Amazon Web Services, Linux, Git version control, Google Cloud Platform, infrastructure as code, and Microsoft Azure. The position contributes to production systems serving Logistics & Mobility customers. Practical project experience and strong problem-solving skills are valued.",2026-07-14
J219,Cloud Engineer,Pune,IT Services,"Build and maintain cloud infrastructure and deployment workflows. Key requirements include Amazon Web Services, Linux, Docker, Terraform, Microsoft Azure, and Kubernetes. The team delivers technology solutions for the IT Services sector. Experience with production systems and collaborative development is expected.",2026-05-13
J220,UI Developer,Mumbai,Manufacturing Technology,"Develop responsive user interfaces for web products. Key requirements include HTML5, CSS3, JavaScript, React, and Tailwind CSS. The role supports Manufacturing Technology products in Mumbai. The role involves cross-functional collaboration and continuous improvement.",2026-07-22
J221,API Developer,Mumbai,EdTech,"Develop reliable backend services and APIs for production systems. Key requirements include REST API, Java programming, Spring Boot, SQL, AWS, and Docker. The role supports EdTech products in Mumbai. Experience with production systems and collaborative development is expected.",2026-03-06
J222,Data Scientist,Pune,Manufacturing Technology,"Work with structured datasets to produce actionable insights. Key requirements include Python 3, Pandas, numpy, Machine Learning, Data Analysis, and NLP. The role supports Manufacturing Technology products in Pune. Experience with production systems and collaborative development is expected.",2026-04-02
J223,Data Analyst,Pune,Logistics & Mobility,"Build data workflows and analytical solutions for business teams. Key requirements include Python 3, SQL, Microsoft Excel, Pandas, Data Visualization, and data analytics. The position contributes to production systems serving Logistics & Mobility customers. Practical project experience and strong problem-solving skills are valued.",2026-05-17
J224,Data Analyst,Nashik,HealthTech,"Work with structured datasets to produce actionable insights. Key requirements include Python, relational queries, Microsoft Excel, Pandas, Data Visualization, and Git version control. The role supports HealthTech products in Nashik. Experience with production systems and collaborative development is expected.",2026-04-17
J225,Frontend Engineer,Mumbai,Manufacturing Technology,"Develop responsive user interfaces for web products. Key requirements include React, TypeScript, JavaScript, HTML5, CSS, and Tailwind. The role supports Manufacturing Technology products in Mumbai. The role involves cross-functional collaboration and continuous improvement.",2026-04-24
J226,Node.js Developer,Nashik,HealthTech,"Design and maintain scalable server-side components. Key requirements include NodeJS, JavaScript, RESTful APIs, MongoDB, Express, AWS, and Git. The position contributes to production systems serving HealthTech customers. Candidates should be comfortable working in agile engineering teams.",2026-09-17
J227,Full Stack Developer,Pune,FinTech,"Work across user interfaces, APIs, and data services. Key requirements include ReactJS, JS, Node.js, REST API, SQL, containerized deployments, Express.js, and Git version control. The position contributes to production systems serving FinTech customers. Practical project experience and strong problem-solving skills are valued.",2026-09-19
J228,Frontend Developer,Nagpur,E-commerce,"Develop responsive user interfaces for web products. Key requirements include HTML, CSS, JS, React, Git version control, Tailwind, and NodeJS. The team delivers technology solutions for the E-commerce sector. Candidates should be comfortable working in agile engineering teams.",2026-04-09
J229,Node.js Developer,Nashik,E-commerce,"Develop reliable backend services and APIs for production systems. Key requirements include Node.js, JavaScript, REST API, MongoDB, Express, Docker, TypeScript, and Git version control. The role supports E-commerce products in Nashik. The role involves cross-functional collaboration and continuous improvement.",2026-06-15
J230,Backend Engineer,Pune,Logistics & Mobility,"Develop reliable backend services and APIs for production systems. Key requirements include Java programming, Spring Boot, SQL, REST API, and Jenkins. The role supports Logistics & Mobility products in Pune. The role involves cross-functional collaboration and continuous improvement.",2026-09-14
J231,Java Developer,Mumbai,EdTech,"Build and maintain server-side applications for business products. Key requirements include Java programming, SpringBoot, SQL, Postgres, REST API, Git, and Jenkins. The role supports EdTech products in Mumbai. Practical project experience and strong problem-solving skills are valued.",2026-06-16
J232,Full Stack Developer,Nagpur,SaaS,"Build end-to-end web applications across frontend and backend layers. Key requirements include ReactJS, JS, NodeJS, REST API, relational queries, AWS, Express.js, and containerized deployments. The position contributes to production systems serving SaaS customers. Experience with production systems and collaborative development is expected.",2026-09-13
J233,Data Analyst,Pune,E-commerce,"Build data workflows and analytical solutions for business teams. Key requirements include Python 3, relational queries, Excel, Pandas, Data Visualization, and Data Analysis. The role supports E-commerce products in Pune. The role involves cross-functional collaboration and continuous improvement.",2026-05-08
J234,BI Analyst,Mumbai,HealthTech,"Work with structured datasets to produce actionable insights. Key requirements include Microsoft Excel, PowerBI, SQL, visualization, and Git version control. The position contributes to production systems serving HealthTech customers. Experience with production systems and collaborative development is expected.",2026-07-23
J235,React Developer,Mumbai,Logistics & Mobility,"Build accessible and performant frontend applications. Key requirements include ReactJS, JavaScript, HTML, CSS, and TypeScript. The role supports Logistics & Mobility products in Mumbai. Practical project experience and strong problem-solving skills are valued.",2026-06-25
J236,Site Reliability Engineer,Nashik,Logistics & Mobility,"Build and maintain cloud infrastructure and deployment workflows. Key requirements include Docker, Kubernetes, Amazon Web Services, Linux, Git version control, Jenkins, and Azure. The position contributes to production systems serving Logistics & Mobility customers. The role involves cross-functional collaboration and continuous improvement.",2026-03-22
J237,Technical Support Engineer,Pune,E-commerce,"Monitor application issues and help maintain reliable services. Key requirements include Linux, PowerShell, relational queries, Git, and AWS. The position contributes to production systems serving E-commerce customers. Practical project experience and strong problem-solving skills are valued.",2026-08-13
J238,Backend Developer,Nashik,Manufacturing Technology,"Build and maintain server-side applications for business products. Key requirements include Java programming, SpringBoot, SQL, REST API, Git version control, Docker, and AWS. The position contributes to production systems serving Manufacturing Technology customers. Practical project experience and strong problem-solving skills are valued.",2026-06-18
